date,year,month,quarter,state_name,state_abbr,cpi_value,source,data_type
2025-06-01,2025,6,Q2,District of Columbia,DC,322.4027068762035,National_Estimate_BLS_API,Estimated
2025-07-01,2025,7,Q3,District of Columbia,DC,323.0111715737663,National_Estimate_BLS_API,Estimated
2023-01-01,2023,1,Q1,Florida,FL,299.89137332321394,National_Estimate_BLS_API,Estimated
2023-02-01,2023,2,Q1,Florida,FL,300.7784236307854,National_Estimate_BLS_API,Estimated
2023-03-01,2023,3,Q1,Florida,FL,301.3122057749387,National_Estimate_BLS_API,Estimated
2023-04-01,2023,4,Q2,Florida,FL,303.6870727121738,National_Estimate_BLS_API,Estimated
2023-05-01,2023,5,Q2,Florida,FL,303.2844158787292,National_Estimate_BLS_API,Estimated
2023-06-01,2023,6,Q2,Florida,FL,305.03915163249576,National_Estimate_BLS_API,Estimated
2023-07-01,2023,7,Q3,Florida,FL,305.28586372543,National_Estimate_BLS_API,Estimated
2023-08-01,2023,8,Q3,Florida,FL,307.46346251188623,National_Estimate_BLS_API,Estimated
2023-09-01,2023,9,Q3,Florida,FL,307.98890596475434,National_Estimate_BLS_API,Estimated
2023-10-01,2023,10,Q4,Florida,FL,307.92687890006283,National_Estimate_BLS_API,Estimated
2023-11-01,2023,11,Q4,Florida,FL,306.5636600191346,National_Estimate_BLS_API,Estimated
2023-12-01,2023,12,Q4,Florida,FL,306.3692139089597,National_Estimate_BLS_API,Estimated
2024-01-01,2024,1,Q1,Florida,FL,308.65678677232404,National_Estimate_BLS_API,Estimated
2024-02-01,2024,2,Q1,Florida,FL,310.93233218231427,National_Estimate_BLS_API,Estimated
2024-03-01,2024,3,Q1,Florida,FL,313.275477959714,National_Estimate_BLS_API,Estimated
2024-04-01,2024,4,Q2,Florida,FL,313.2084475645751,National_Estimate_BLS_API,Estimated
2024-05-01,2024,5,Q2,Florida,FL,313.5701222903722,National_Estimate_BLS_API,Estimated
2024-06-01,2024,6,Q2,Florida,FL,313.792440654051,National_Estimate_BLS_API,Estimated
2024-07-01,2024,7,Q3,Florida,FL,313.8745027238663,National_Estimate_BLS_API,Estimated
2024-08-01,2024,8,Q3,Florida,FL,315.11341329699576,National_Estimate_BLS_API,Estimated
2024-09-01,2024,9,Q3,Florida,FL,313.91854125446406,National_Estimate_BLS_API,Estimated
2024-10-01,2024,10,Q4,Florida,FL,315.4186853892962,National_Estimate_BLS_API,Estimated
2024-11-01,2024,11,Q4,Florida,FL,316.6220783870935,National_Estimate_BLS_API,Estimated
2024-12-01,2024,12,Q4,Florida,FL,315.6971374652955,National_Estimate_BLS_API,Estimated
2025-01-01,2025,1,Q1,Florida,FL,317.5797094863101,National_Estimate_BLS_API,Estimated
2025-02-01,2025,2,Q1,Florida,FL,319.7340480052876,National_Estimate_BLS_API,Estimated
2025-03-01,2025,3,Q1,Florida,FL,320.6229806396709,National_Estimate_BLS_API,Estimated
2025-04-01,2025,4,Q2,Florida,FL,321.03058230561317,National_Estimate_BLS_API,Estimated
2025-05-01,2025,5,Q2,Florida,FL,322.0370100328224,National_Estimate_BLS_API,Estimated
2025-06-01,2025,6,Q2,Florida,FL,322.6530167980101,National_Estimate_BLS_API,Estimated
2025-07-01,2025,7,Q3,Florida,FL,322.5787553842201,National_Estimate_BLS_API,Estimated
2023-01-01,2023,1,Q1,Georgia,GA,299.195670507347,National_Estimate_BLS_API,Estimated
2023-02-01,2023,2,Q1,Georgia,GA,300.95236998855773,National_Estimate_BLS_API,Estimated
2023-03-01,2023,3,Q1,Georgia,GA,302.7376256961092,National_Estimate_BLS_API,Estimated
2023-04-01,2023,4,Q2,Georgia,GA,303.46240731889833,National_Estimate_BLS_API,Estimated
2023-05-01,2023,5,Q2,Georgia,GA,304.32859501844825,National_Estimate_BLS_API,Estimated
2023-06-01,2023,6,Q2,Georgia,GA,304.8406155981714,National_Estimate_BLS_API,Estimated
2023-07-01,2023,7,Q3,Georgia,GA,306.24088484505256,National_Estimate_BLS_API,Estimated
2023-08-01,2023,8,Q3,Georgia,GA,306.6890064847407,National_Estimate_BLS_API,Estimated
2023-09-01,2023,9,Q3,Georgia,GA,307.86067777706364,National_Estimate_BLS_API,Estimated
2023-10-01,2023,10,Q4,Georgia,GA,307.35494616209456,National_Estimate_BLS_API,Estimated
2023-11-01,2023,11,Q4,Georgia,GA,307.2973148242351,National_Estimate_BLS_API,Estimated
2023-12-01,2023,12,Q4,Georgia,GA,306.9560196343031,National_Estimate_BLS_API,Estimated
2024-01-01,2024,1,Q1,Georgia,GA,308.2023048151644,National_Estimate_BLS_API,Estimated
2024-02-01,2024,2,Q1,Georgia,GA,309.90309988429846,National_Estimate_BLS_API,Estimated
2024-03-01,2024,3,Q1,Georgia,GA,312.5642378167729,National_Estimate_BLS_API,Estimated
2024-04-01,2024,4,Q2,Georgia,GA,313.3912578510651,National_Estimate_BLS_API,Estimated
2024-05-01,2024,5,Q2,Georgia,GA,314.2496213557136,National_Estimate_BLS_API,Estimated
2024-06-01,2024,6,Q2,Georgia,GA,314.10209768353513,National_Estimate_BLS_API,Estimated
2024-07-01,2024,7,Q3,Georgia,GA,313.86877478108534,National_Estimate_BLS_API,Estimated
2024-08-01,2024,8,Q3,Georgia,GA,315.065569714293,National_Estimate_BLS_API,Estimated
2024-09-01,2024,9,Q3,Georgia,GA,315.6547611483772,National_Estimate_BLS_API,Estimated
2024-10-01,2024,10,Q4,Georgia,GA,316.05917108259825,National_Estimate_BLS_API,Estimated
2024-11-01,2024,11,Q4,Georgia,GA,315.7450313274246,National_Estimate_BLS_API,Estimated
2024-12-01,2024,12,Q4,Georgia,GA,315.89095341479293,National_Estimate_BLS_API,Estimated
2025-01-01,2025,1,Q1,Georgia,GA,317.25438823270275,National_Estimate_BLS_API,Estimated
2025-02-01,2025,2,Q1,Georgia,GA,319.081228947213,National_Estimate_BLS_API,Estimated
2025-03-01,2025,3,Q1,Georgia,GA,320.1706106213179,National_Estimate_BLS_API,Estimated
2025-04-01,2025,4,Q2,Georgia,GA,321.3073408396283,National_Estimate_BLS_API,Estimated
2025-05-01,2025,5,Q2,Georgia,GA,321.87209858260456,National_Estimate_BLS_API,Estimated
2025-06-01,2025,6,Q2,Georgia,GA,322.3815505587407,National_Estimate_BLS_API,Estimated
2025-07-01,2025,7,Q3,Georgia,GA,323.47126466497576,National_Estimate_BLS_API,Estimated
2023-01-01,2023,1,Q1,Hawaii,HI,298.80830634000137,National_Estimate_BLS_API,Estimated
2023-02-01,2023,2,Q1,Hawaii,HI,300.7908257810757,National_Estimate_BLS_API,Estimated
2023-03-01,2023,3,Q1,Hawaii,HI,301.9367834577501,National_Estimate_BLS_API,Estimated
2023-04-01,2023,4,Q2,Hawaii,HI,303.98543647274505,National_Estimate_BLS_API,Estimated
2023-05-01,2023,5,Q2,Hawaii,HI,304.02355984438236,National_Estimate_BLS_API,Estimated
2023-06-01,2023,6,Q2,Hawaii,HI,304.8414585895061,National_Estimate_BLS_API,Estimated
2023-07-01,2023,7,Q3,Hawaii,HI,306.1257236191588,National_Estimate_BLS_API,Estimated
2023-08-01,2023,8,Q3,Hawaii,HI,307.1687456503261,National_Estimate_BLS_API,Estimated
2023-09-01,2023,9,Q3,Hawaii,HI,306.7524338786651,National_Estimate_BLS_API,Estimated
2023-10-01,2023,10,Q4,Hawaii,HI,307.7540128786625,National_Estimate_BLS_API,Estimated
2023-11-01,2023,11,Q4,Hawaii,HI,306.44607845737085,National_Estimate_BLS_API,Estimated
2023-12-01,2023,12,Q4,Hawaii,HI,307.4712704839873,National_Estimate_BLS_API,Estimated
2024-01-01,2024,1,Q1,Hawaii,HI,307.9258128021467,National_Estimate_BLS_API,Estimated
2024-02-01,2024,2,Q1,Hawaii,HI,310.7458840106462,National_Estimate_BLS_API,Estimated
2024-03-01,2024,3,Q1,Hawaii,HI,311.78776289392647,National_Estimate_BLS_API,Estimated
2024-04-01,2024,4,Q2,Hawaii,HI,313.928178597368,National_Estimate_BLS_API,Estimated
2024-05-01,2024,5,Q2,Hawaii,HI,313.630541166161,National_Estimate_BLS_API,Estimated
2024-06-01,2024,6,Q2,Hawaii,HI,314.1681926848445,National_Estimate_BLS_API,Estimated
2024-07-01,2024,7,Q3,Hawaii,HI,313.6060832447655,National_Estimate_BLS_API,Estimated
2024-08-01,2024,8,Q3,Hawaii,HI,315.1588943741965,National_Estimate_BLS_API,Estimated
2024-09-01,2024,9,Q3,Hawaii,HI,315.7774503496366,National_Estimate_BLS_API,Estimated
2024-10-01,2024,10,Q4,Hawaii,HI,315.7667947447661,National_Estimate_BLS_API,Estimated
2024-11-01,2024,11,Q4,Hawaii,HI,315.45539586752824,National_Estimate_BLS_API,Estimated
2024-12-01,2024,12,Q4,Hawaii,HI,315.3040689584602,National_Estimate_BLS_API,Estimated
2025-01-01,2025,1,Q1,Hawaii,HI,317.88060809926895,National_Estimate_BLS_API,Estimated
2025-02-01,2025,2,Q1,Hawaii,HI,319.4267501606082,National_Estimate_BLS_API,Estimated
2025-03-01,2025,3,Q1,Hawaii,HI,319.4876353524986,National_Estimate_BLS_API,Estimated
2025-04-01,2025,4,Q2,Hawaii,HI,321.18987545756266,National_Estimate_BLS_API,Estimated
2025-05-01,2025,5,Q2,Hawaii,HI,321.56613936586075,National_Estimate_BLS_API,Estimated
2025-06-01,2025,6,Q2,Hawaii,HI,322.1072102634157,National_Estimate_BLS_API,Estimated
2025-07-01,2025,7,Q3,Hawaii,HI,322.1697465062365,National_Estimate_BLS_API,Estimated
2023-01-01,2023,1,Q1,Idaho,ID,299.5425863790746,National_Estimate_BLS_API,Estimated
2023-02-01,2023,2,Q1,Idaho,ID,300.8561099414744,National_Estimate_BLS_API,Estimated
2023-03-01,2023,3,Q1,Idaho,ID,301.9669707105419,National_Estimate_BLS_API,Estimated
2023-04-01,2023,4,Q2,Idaho,ID,303.3050935572248,National_Estimate_BLS_API,Estimated
2023-05-01,2023,5,Q2,Idaho,ID,304.4799370819585,National_Estimate_BLS_API,Estimated
2023-06-01,2023,6,Q2,Idaho,ID,305.34246963487203,National_Estimate_BLS_API,Estimated
2023-07-01,2023,7,Q3,Idaho,ID,305.82378368094487,National_Estimate_BLS_API,Estimated
2023-08-01,2023,8,Q3,Idaho,ID,306.8973331416398,National_Estimate_BLS_API,Estimated
2023-09-01,2023,9,Q3,Idaho,ID,308.2997947102923,National_Estimate_BLS_API,Estimated
2023-10-01,2023,10,Q4,Idaho,ID,307.64630510236077,National_Estimate_BLS_API,Estimated
2023-11-01,2023,11,Q4,Idaho,ID,306.7890472669049,National_Estimate_BLS_API,Estimated
2023-12-01,2023,12,Q4,Idaho,ID,307.0287886058047,National_Estimate_BLS_API,Estimated
2024-01-01,2024,1,Q1,Idaho,ID,307.9136172550378,National_Estimate_BLS_API,Estimated
2024-02-01,2024,2,Q1,Idaho,ID,310.52749257351275,National_Estimate_BLS_API,Estimated
2024-03-01,2024,3,Q1,Idaho,ID,312.02471739502613,National_Estimate_BLS_API,Estimated
2024-04-01,2024,4,Q2,Idaho,ID,312.5084807568738,National_Estimate_BLS_API,Estimated
2024-05-01,2024,5,Q2,Idaho,ID,314.38915753031023,National_Estimate_BLS_API,Estimated
2024-06-01,2024,6,Q2,Idaho,ID,314.107879572502,National_Estimate_BLS_API,Estimated
2024-07-01,2024,7,Q3,Idaho,ID,314.720702964234,National_Estimate_BLS_API,Estimated
2024-08-01,2024,8,Q3,Idaho,ID,314.3303117140316,National_Estimate_BLS_API,Estimated
2024-09-01,2024,9,Q3,Idaho,ID,315.4060009842346,National_Estimate_BLS_API,Estimated
2024-10-01,2024,10,Q4,Idaho,ID,315.8123678189525,National_Estimate_BLS_API,Estimated
2024-11-01,2024,11,Q4,Idaho,ID,315.4189283906588,National_Estimate_BLS_API,Estimated
2024-12-01,2024,12,Q4,Idaho,ID,315.38384200631174,National_Estimate_BLS_API,Estimated
2025-01-01,2025,1,Q1,Idaho,ID,317.92037301394345,National_Estimate_BLS_API,Estimated
2025-02-01,2025,2,Q1,Idaho,ID,318.48869452935327,National_Estimate_BLS_API,Estimated
2025-03-01,2025,3,Q1,Idaho,ID,320.09350374993153,National_Estimate_BLS_API,Estimated
2025-04-01,2025,4,Q2,Idaho,ID,321.3897083098756,National_Estimate_BLS_API,Estimated
2025-05-01,2025,5,Q2,Idaho,ID,322.2878330304868,National_Estimate_BLS_API,Estimated
2025-06-01,2025,6,Q2,Idaho,ID,322.2337161339803,National_Estimate_BLS_API,Estimated
2025-07-01,2025,7,Q3,Idaho,ID,322.86546973736716,National_Estimate_BLS_API,Estimated
2023-01-01,2023,1,Q1,Illinois,IL,298.8631872297265,National_Estimate_BLS_API,Estimated
2023-02-01,2023,2,Q1,Illinois,IL,301.78251916716516,National_Estimate_BLS_API,Estimated
2023-03-01,2023,3,Q1,Illinois,IL,302.28137994862414,National_Estimate_BLS_API,Estimated
2023-04-01,2023,4,Q2,Illinois,IL,303.4256832216937,National_Estimate_BLS_API,Estimated
2023-05-01,2023,5,Q2,Illinois,IL,304.3854151314087,National_Estimate_BLS_API,Estimated
2023-06-01,2023,6,Q2,Illinois,IL,305.0464886111516,National_Estimate_BLS_API,Estimated
2023-07-01,2023,7,Q3,Illinois,IL,306.52417415571085,National_Estimate_BLS_API,Estimated
2023-08-01,2023,8,Q3,Illinois,IL,307.31838311940623,National_Estimate_BLS_API,Estimated
2023-09-01,2023,9,Q3,Illinois,IL,307.62337347323114,National_Estimate_BLS_API,Estimated
2023-10-01,2023,10,Q4,Illinois,IL,308.75812591007923,National_Estimate_BLS_API,Estimated
2023-11-01,2023,11,Q4,Illinois,IL,307.88087858205495,National_Estimate_BLS_API,Estimated
2023-12-01,2023,12,Q4,Illinois,IL,306.4961388679907,National_Estimate_BLS_API,Estimated
2024-01-01,2024,1,Q1,Illinois,IL,308.8250687155853,National_Estimate_BLS_API,Estimated
2024-02-01,2024,2,Q1,Illinois,IL,309.6182571906536,National_Estimate_BLS_API,Estimated
2024-03-01,2024,3,Q1,Illinois,IL,312.2604322754844,National_Estimate_BLS_API,Estimated
2024-04-01,2024,4,Q2,Illinois,IL,313.2628111099665,National_Estimate_BLS_API,Estimated
2024-05-01,2024,5,Q2,Illinois,IL,314.13046683731505,National_Estimate_BLS_API,Estimated
2024-06-01,2024,6,Q2,Illinois,IL,314.57816806430475,National_Estimate_BLS_API,Estimated
2024-07-01,2024,7,Q3,Illinois,IL,314.9007103249309,National_Estimate_BLS_API,Estimated
2024-08-01,2024,8,Q3,Illinois,IL,314.9228994182029,National_Estimate_BLS_API,Estimated
2024-09-01,2024,9,Q3,Illinois,IL,315.17842524449793,National_Estimate_BLS_API,Estimated
2024-10-01,2024,10,Q4,Illinois,IL,314.87988063695457,National_Estimate_BLS_API,Estimated
2024-11-01,2024,11,Q4,Illinois,IL,315.9764882136605,National_Estimate_BLS_API,Estimated
2024-12-01,2024,12,Q4,Illinois,IL,315.84810505938924,National_Estimate_BLS_API,Estimated
2025-01-01,2025,1,Q1,Illinois,IL,317.59721977889063,National_Estimate_BLS_API,Estimated
2025-02-01,2025,2,Q1,Illinois,IL,319.10914933886266,National_Estimate_BLS_API,Estimated
2025-03-01,2025,3,Q1,Illinois,IL,320.2812797133997,National_Estimate_BLS_API,Estimated
2025-04-01,2025,4,Q2,Illinois,IL,320.8137190520771,National_Estimate_BLS_API,Estimated
2025-05-01,2025,5,Q2,Illinois,IL,321.31074159952277,National_Estimate_BLS_API,Estimated
2025-06-01,2025,6,Q2,Illinois,IL,322.3460739124032,National_Estimate_BLS_API,Estimated
2025-07-01,2025,7,Q3,Illinois,IL,323.4514123722666,National_Estimate_BLS_API,Estimated
2023-01-01,2023,1,Q1,Indiana,IN,298.3602905264515,National_Estimate_BLS_API,Estimated
2023-02-01,2023,2,Q1,Indiana,IN,300.65583951559114,National_Estimate_BLS_API,Estimated
2023-03-01,2023,3,Q1,Indiana,IN,301.18409995731,National_Estimate_BLS_API,Estimated
2023-04-01,2023,4,Q2,Indiana,IN,302.9523048748935,National_Estimate_BLS_API,Estimated
2023-05-01,2023,5,Q2,Indiana,IN,304.3752059758564,National_Estimate_BLS_API,Estimated
2023-06-01,2023,6,Q2,Indiana,IN,305.1065018083592,National_Estimate_BLS_API,Estimated
2023-07-01,2023,7,Q3,Indiana,IN,305.7798343061091,National_Estimate_BLS_API,Estimated
2023-08-01,2023,8,Q3,Indiana,IN,307.11784181490833,National_Estimate_BLS_API,Estimated
2023-09-01,2023,9,Q3,Indiana,IN,308.3347049013478,National_Estimate_BLS_API,Estimated
2023-10-01,2023,10,Q4,Indiana,IN,307.0741629239608,National_Estimate_BLS_API,Estimated
2023-11-01,2023,11,Q4,Indiana,IN,306.72629402677325,National_Estimate_BLS_API,Estimated
2023-12-01,2023,12,Q4,Indiana,IN,307.73482608979464,National_Estimate_BLS_API,Estimated
2024-01-01,2024,1,Q1,Indiana,IN,308.2501545826086,National_Estimate_BLS_API,Estimated
2024-02-01,2024,2,Q1,Indiana,IN,310.75460499961764,National_Estimate_BLS_API,Estimated
2024-03-01,2024,3,Q1,Indiana,IN,311.5281832392674,National_Estimate_BLS_API,Estimated
2024-04-01,2024,4,Q2,Indiana,IN,313.9066303899903,National_Estimate_BLS_API,Estimated
2024-05-01,2024,5,Q2,Indiana,IN,314.01665518585594,National_Estimate_BLS_API,Estimated
2024-06-01,2024,6,Q2,Indiana,IN,314.33214340731564,National_Estimate_BLS_API,Estimated
2024-07-01,2024,7,Q3,Indiana,IN,313.8990316866413,National_Estimate_BLS_API,Estimated
2024-08-01,2024,8,Q3,Indiana,IN,314.82756256274155,National_Estimate_BLS_API,Estimated
2024-09-01,2024,9,Q3,Indiana,IN,314.90302018306136,National_Estimate_BLS_API,Estimated
2024-10-01,2024,10,Q4,Indiana,IN,316.1711947723193,National_Estimate_BLS_API,Estimated
2024-11-01,2024,11,Q4,Indiana,IN,315.70207206221767,National_Estimate_BLS_API,Estimated
2024-12-01,2024,12,Q4,Indiana,IN,315.6141662073352,National_Estimate_BLS_API,Estimated
2025-01-01,2025,1,Q1,Indiana,IN,318.5468431614585,National_Estimate_BLS_API,Estimated
2025-02-01,2025,2,Q1,Indiana,IN,319.148867292337,National_Estimate_BLS_API,Estimated
2025-03-01,2025,3,Q1,Indiana,IN,319.5512384426434,National_Estimate_BLS_API,Estimated
2025-04-01,2025,4,Q2,Indiana,IN,321.4209769256615,National_Estimate_BLS_API,Estimated
2025-05-01,2025,5,Q2,Indiana,IN,320.9428988771513,National_Estimate_BLS_API,Estimated
2025-06-01,2025,6,Q2,Indiana,IN,322.3419024855793,National_Estimate_BLS_API,Estimated
2025-07-01,2025,7,Q3,Indiana,IN,322.9586001248294,National_Estimate_BLS_API,Estimated
2023-01-01,2023,1,Q1,Iowa,IA,299.2970934078183,National_Estimate_BLS_API,Estimated
2023-02-01,2023,2,Q1,Iowa,IA,300.72692673064887,National_Estimate_BLS_API,Estimated
2023-03-01,2023,3,Q1,Iowa,IA,301.6596294934265,National_Estimate_BLS_API,Estimated
2023-04-01,2023,4,Q2,Iowa,IA,303.5691051264634,National_Estimate_BLS_API,Estimated
2023-05-01,2023,5,Q2,Iowa,IA,303.8498625332286,National_Estimate_BLS_API,Estimated
2023-06-01,2023,6,Q2,Iowa,IA,306.0381452875124,National_Estimate_BLS_API,Estimated
2023-07-01,2023,7,Q3,Iowa,IA,305.75914749038157,National_Estimate_BLS_API,Estimated
2023-08-01,2023,8,Q3,Iowa,IA,306.79239336483863,National_Estimate_BLS_API,Estimated
2023-09-01,2023,9,Q3,Iowa,IA,307.7534313541768,National_Estimate_BLS_API,Estimated
2023-10-01,2023,10,Q4,Iowa,IA,306.2762666288679,National_Estimate_BLS_API,Estimated
2023-11-01,2023,11,Q4,Iowa,IA,307.00555301800836,National_Estimate_BLS_API,Estimated
2023-12-01,2023,12,Q4,Iowa,IA,307.76409602412446,National_Estimate_BLS_API,Estimated
2024-01-01,2024,1,Q1,Iowa,IA,308.6554452457652,National_Estimate_BLS_API,Estimated
2024-02-01,2024,2,Q1,Iowa,IA,309.9120572799902,National_Estimate_BLS_API,Estimated
2024-03-01,2024,3,Q1,Iowa,IA,313.00105359196215,National_Estimate_BLS_API,Estimated
2024-04-01,2024,4,Q2,Iowa,IA,314.69018119196846,National_Estimate_BLS_API,Estimated
2024-05-01,2024,5,Q2,Iowa,IA,314.4124252310903,National_Estimate_BLS_API,Estimated
2024-06-01,2024,6,Q2,Iowa,IA,313.80556265367517,National_Estimate_BLS_API,Estimated
2024-07-01,2024,7,Q3,Iowa,IA,313.9697152076428,National_Estimate_BLS_API,Estimated
2024-08-01,2024,8,Q3,Iowa,IA,314.3779648579921,National_Estimate_BLS_API,Estimated
2024-09-01,2024,9,Q3,Iowa,IA,314.71403205442175,National_Estimate_BLS_API,Estimated
2024-10-01,2024,10,Q4,Iowa,IA,316.14149126788055,National_Estimate_BLS_API,Estimated
2024-11-01,2024,11,Q4,Iowa,IA,315.93416750930083,National_Estimate_BLS_API,Estimated
2024-12-01,2024,12,Q4,Iowa,IA,314.3561996046427,National_Estimate_BLS_API,Estimated
2025-01-01,2025,1,Q1,Iowa,IA,317.9797643856598,National_Estimate_BLS_API,Estimated
2025-02-01,2025,2,Q1,Iowa,IA,319.4941043784365,National_Estimate_BLS_API,Estimated
2025-03-01,2025,3,Q1,Iowa,IA,319.5671551292801,National_Estimate_BLS_API,Estimated
2025-04-01,2025,4,Q2,Iowa,IA,320.727194654857,National_Estimate_BLS_API,Estimated
2025-05-01,2025,5,Q2,Iowa,IA,321.5713983659526,National_Estimate_BLS_API,Estimated
2025-06-01,2025,6,Q2,Iowa,IA,323.3078657838207,National_Estimate_BLS_API,Estimated
2025-07-01,2025,7,Q3,Iowa,IA,322.9409318974401,National_Estimate_BLS_API,Estimated
2023-01-01,2023,1,Q1,Kansas,KS,299.5560380121625,National_Estimate_BLS_API,Estimated
2023-02-01,2023,2,Q1,Kansas,KS,300.6662771306725,National_Estimate_BLS_API,Estimated
2023-03-01,2023,3,Q1,Kansas,KS,301.69806631533055,National_Estimate_BLS_API,Estimated
2023-04-01,2023,4,Q2,Kansas,KS,303.0930375052863,National_Estimate_BLS_API,Estimated
2023-05-01,2023,5,Q2,Kansas,KS,304.35441518474903,National_Estimate_BLS_API,Estimated
2023-06-01,2023,6,Q2,Kansas,KS,305.06322694012033,National_Estimate_BLS_API,Estimated
2023-07-01,2023,7,Q3,Kansas,KS,306.2015991573057,National_Estimate_BLS_API,Estimated
2023-08-01,2023,8,Q3,Kansas,KS,307.1646736352132,National_Estimate_BLS_API,Estimated
2023-09-01,2023,9,Q3,Kansas,KS,307.3654492050172,National_Estimate_BLS_API,Estimated
2023-10-01,2023,10,Q4,Kansas,KS,306.4506287872327,National_Estimate_BLS_API,Estimated
2023-11-01,2023,11,Q4,Kansas,KS,308.11758855539847,National_Estimate_BLS_API,Estimated
2023-12-01,2023,12,Q4,Kansas,KS,306.35207809507443,National_Estimate_BLS_API,Estimated
2024-01-01,2024,1,Q1,Kansas,KS,308.73748470826627,National_Estimate_BLS_API,Estimated
2024-02-01,2024,2,Q1,Kansas,KS,310.62998448083255,National_Estimate_BLS_API,Estimated
2024-03-01,2024,3,Q1,Kansas,KS,312.93755116924507,National_Estimate_BLS_API,Estimated
2024-04-01,2024,4,Q2,Kansas,KS,313.80651774766983,National_Estimate_BLS_API,Estimated
2024-05-01,2024,5,Q2,Kansas,KS,314.28237346990403,National_Estimate_BLS_API,Estimated
2024-06-01,2024,6,Q2,Kansas,KS,313.5062337583651,National_Estimate_BLS_API,Estimated
2024-07-01,2024,7,Q3,Kansas,KS,314.8836800393723,National_Estimate_BLS_API,Estimated
2024-08-01,2024,8,Q3,Kansas,KS,314.53956707619005,National_Estimate_BLS_API,Estimated
2024-09-01,2024,9,Q3,Kansas,KS,315.9934901877643,National_Estimate_BLS_API,Estimated
2024-10-01,2024,10,Q4,Kansas,KS,315.32699123971037,National_Estimate_BLS_API,Estimated
2024-11-01,2024,11,Q4,Kansas,KS,315.0966222413692,National_Estimate_BLS_API,Estimated
2024-12-01,2024,12,Q4,Kansas,KS,315.89837096478135,National_Estimate_BLS_API,Estimated
2025-01-01,2025,1,Q1,Kansas,KS,317.94012476556367,National_Estimate_BLS_API,Estimated
2025-02-01,2025,2,Q1,Kansas,KS,318.7840097414765,National_Estimate_BLS_API,Estimated
2025-03-01,2025,3,Q1,Kansas,KS,319.9893976085609,National_Estimate_BLS_API,Estimated
2025-04-01,2025,4,Q2,Kansas,KS,320.6902566599734,National_Estimate_BLS_API,Estimated
2025-05-01,2025,5,Q2,Kansas,KS,320.90982117318714,National_Estimate_BLS_API,Estimated
2025-06-01,2025,6,Q2,Kansas,KS,322.7003956360753,National_Estimate_BLS_API,Estimated
2025-07-01,2025,7,Q3,Kansas,KS,322.79093670254764,National_Estimate_BLS_API,Estimated
2023-01-01,2023,1,Q1,Kentucky,KY,298.5105613387613,National_Estimate_BLS_API,Estimated
2023-02-01,2023,2,Q1,Kentucky,KY,300.648534905285,National_Estimate_BLS_API,Estimated
2023-03-01,2023,3,Q1,Kentucky,KY,301.7215809348168,National_Estimate_BLS_API,Estimated
2023-04-01,2023,4,Q2,Kentucky,KY,303.19491751495957,National_Estimate_BLS_API,Estimated
2023-05-01,2023,5,Q2,Kentucky,KY,303.54589553098697,National_Estimate_BLS_API,Estimated
2023-06-01,2023,6,Q2,Kentucky,KY,305.3156778106391,National_Estimate_BLS_API,Estimated
2023-07-01,2023,7,Q3,Kentucky,KY,305.2001529977119,National_Estimate_BLS_API,Estimated
2023-08-01,2023,8,Q3,Kentucky,KY,307.510237593676,National_Estimate_BLS_API,Estimated
2023-09-01,2023,9,Q3,Kentucky,KY,308.1845076698398,National_Estimate_BLS_API,Estimated
2023-10-01,2023,10,Q4,Kentucky,KY,307.3720919286826,National_Estimate_BLS_API,Estimated
2023-11-01,2023,11,Q4,Kentucky,KY,306.68372547072966,National_Estimate_BLS_API,Estimated
2023-12-01,2023,12,Q4,Kentucky,KY,306.10767578471905,National_Estimate_BLS_API,Estimated
2024-01-01,2024,1,Q1,Kentucky,KY,308.562579542259,National_Estimate_BLS_API,Estimated
2024-02-01,2024,2,Q1,Kentucky,KY,311.4933773105875,National_Estimate_BLS_API,Estimated
2024-03-01,2024,3,Q1,Kentucky,KY,312.1347231297417,National_Estimate_BLS_API,Estimated
2024-04-01,2024,4,Q2,Kentucky,KY,313.58064941052663,National_Estimate_BLS_API,Estimated
2024-05-01,2024,5,Q2,Kentucky,KY,313.9969434811665,National_Estimate_BLS_API,Estimated
2024-06-01,2024,6,Q2,Kentucky,KY,313.7288418805606,National_Estimate_BLS_API,Estimated
2024-07-01,2024,7,Q3,Kentucky,KY,314.3054520718087,National_Estimate_BLS_API,Estimated
2024-08-01,2024,8,Q3,Kentucky,KY,314.28871608336493,National_Estimate_BLS_API,Estimated
2024-09-01,2024,9,Q3,Kentucky,KY,316.2869682612155,National_Estimate_BLS_API,Estimated
2024-10-01,2024,10,Q4,Kentucky,KY,315.6524291198017,National_Estimate_BLS_API,Estimated
2024-11-01,2024,11,Q4,Kentucky,KY,315.3883235093801,National_Estimate_BLS_API,Estimated
2024-12-01,2024,12,Q4,Kentucky,KY,315.06876620819685,National_Estimate_BLS_API,Estimated
2025-01-01,2025,1,Q1,Kentucky,KY,318.3587936296426,National_Estimate_BLS_API,Estimated
2025-02-01,2025,2,Q1,Kentucky,KY,318.6333036133434,National_Estimate_BLS_API,Estimated
2025-03-01,2025,3,Q1,Kentucky,KY,318.93273585302353,National_Estimate_BLS_API,Estimated
2025-04-01,2025,4,Q2,Kentucky,KY,319.7920715803858,National_Estimate_BLS_API,Estimated
2025-05-01,2025,5,Q2,Kentucky,KY,321.3637284257935,National_Estimate_BLS_API,Estimated
