state_name,state_abbr,year,effective_date,minimum_wage,source,raw_wage_text,table_number
Nebraska,NE,1992,1992-01-01,4.25,DOL_Historical_Table_2,4.25,2
Nebraska,NE,1994,1994-01-01,4.25,DOL_Historical_Table_2,4.25,2
Nebraska,NE,1996,1996-01-01,4.25,DOL_Historical_Table_2,4.25[c],2
Nebraska,NE,1997,1997-01-01,4.25,DOL_Historical_Table_2,4.25[c],2
Nebraska,NE,1998,1998-01-01,5.15,DOL_Historical_Table_2,5.15[c],2
Nevada,NV,1988,1988-01-01,3.35,DOL_Historical_Table_2,3.35,2
Nevada,NV,1991,1991-01-01,3.8,DOL_Historical_Table_2,3.80,2
Nevada,NV,1992,1992-01-01,4.25,DOL_Historical_Table_2,4.25,2
Nevada,NV,1994,1994-01-01,4.25,DOL_Historical_Table_2,4.25,2
Nevada,NV,1996,1996-01-01,4.25,DOL_Historical_Table_2,4.25,2
Nevada,NV,1997,1997-01-01,4.75,DOL_Historical_Table_2,4.75,2
Nevada,NV,1998,1998-01-01,5.15,DOL_Historical_Table_2,5.15,2
New Hampshire,NH,1988,1988-01-01,3.55,DOL_Historical_Table_2,3.55,2
New Hampshire,NH,1991,1991-01-01,3.85,DOL_Historical_Table_2,3.85,2
New Hampshire,NH,1992,1992-01-01,4.25,DOL_Historical_Table_2,4.25,2
New Hampshire,NH,1994,1994-01-01,4.25,DOL_Historical_Table_2,4.25,2
New Hampshire,NH,1996,1996-01-01,4.25,DOL_Historical_Table_2,4.25,2
New Hampshire,NH,1997,1997-01-01,4.75,DOL_Historical_Table_2,4.75,2
New Hampshire,NH,1998,1998-01-01,5.15,DOL_Historical_Table_2,5.15,2
New Jersey,NJ,1988,1988-01-01,3.35,DOL_Historical_Table_2,3.35,2
New Jersey,NJ,1991,1991-01-01,3.8,DOL_Historical_Table_2,3.80,2
New Jersey,NJ,1992,1992-01-01,4.25,DOL_Historical_Table_2,4.25,2
New Jersey,NJ,1994,1994-01-01,5.05,DOL_Historical_Table_2,5.05,2
New Jersey,NJ,1996,1996-01-01,5.05,DOL_Historical_Table_2,5.05,2
New Jersey,NJ,1997,1997-01-01,5.05,DOL_Historical_Table_2,5.05,2
New Jersey,NJ,1998,1998-01-01,5.05,DOL_Historical_Table_2,5.05,2
New Mexico,NM,1988,1988-01-01,3.35,DOL_Historical_Table_2,3.35,2
New Mexico,NM,1991,1991-01-01,3.35,DOL_Historical_Table_2,3.35,2
New Mexico,NM,1992,1992-01-01,3.35,DOL_Historical_Table_2,3.35,2
New Mexico,NM,1994,1994-01-01,4.25,DOL_Historical_Table_2,4.25,2
New Mexico,NM,1996,1996-01-01,4.25,DOL_Historical_Table_2,4.25,2
New Mexico,NM,1997,1997-01-01,4.25,DOL_Historical_Table_2,4.25,2
New Mexico,NM,1998,1998-01-01,4.25,DOL_Historical_Table_2,4.25,2
New York,NY,1988,1988-01-01,3.35,DOL_Historical_Table_2,3.35,2
New York,NY,1991,1991-01-01,3.8,DOL_Historical_Table_2,3.80,2
New York,NY,1992,1992-01-01,4.25,DOL_Historical_Table_2,4.25,2
New York,NY,1994,1994-01-01,4.25,DOL_Historical_Table_2,4.25,2
New York,NY,1996,1996-01-01,4.25,DOL_Historical_Table_2,4.25,2
New York,NY,1997,1997-01-01,4.25,DOL_Historical_Table_2,4.25,2
New York,NY,1998,1998-01-01,4.25,DOL_Historical_Table_2,4.25,2
North Carolina,NC,1988,1988-01-01,3.35,DOL_Historical_Table_2,3.35,2
North Carolina,NC,1991,1991-01-01,3.35,DOL_Historical_Table_2,3.35,2
North Carolina,NC,1992,1992-01-01,3.8,DOL_Historical_Table_2,3.80,2
North Carolina,NC,1994,1994-01-01,4.25,DOL_Historical_Table_2,4.25,2
North Carolina,NC,1996,1996-01-01,4.25,DOL_Historical_Table_2,4.25,2
North Carolina,NC,1997,1997-01-01,4.25,DOL_Historical_Table_2,4.25,2
North Carolina,NC,1998,1998-01-01,5.15,DOL_Historical_Table_2,5.15,2
North Dakota,ND,1988,1988-01-01,2.8,DOL_Historical_Table_2,2.80 - 3.10,2
North Dakota,ND,1991,1991-01-01,3.4,DOL_Historical_Table_2,3.40,2
North Dakota,ND,1992,1992-01-01,4.25,DOL_Historical_Table_2,4.25,2
North Dakota,ND,1994,1994-01-01,4.25,DOL_Historical_Table_2,4.25,2
North Dakota,ND,1996,1996-01-01,4.25,DOL_Historical_Table_2,4.25,2
North Dakota,ND,1997,1997-01-01,4.75,DOL_Historical_Table_2,4.75,2
North Dakota,ND,1998,1998-01-01,5.15,DOL_Historical_Table_2,5.15,2
Ohio,OH,1988,1988-01-01,2.3,DOL_Historical_Table_2,2.30,2
Ohio,OH,1991,1991-01-01,3.8,DOL_Historical_Table_2,3.80(g),2
Ohio,OH,1992,1992-01-01,4.25,DOL_Historical_Table_2,4.25(g),2
Ohio,OH,1994,1994-01-01,4.25,DOL_Historical_Table_2,4.25(g),2
Ohio,OH,1996,1996-01-01,4.25,DOL_Historical_Table_2,4.25(g),2
Ohio,OH,1997,1997-01-01,4.25,DOL_Historical_Table_2,4.25(g),2
Ohio,OH,1998,1998-01-01,4.25,DOL_Historical_Table_2,4.25(g),2
Oklahoma,OK,1988,1988-01-01,3.35,DOL_Historical_Table_2,3.35,2
Oklahoma,OK,1991,1991-01-01,3.8,DOL_Historical_Table_2,3.80(g),2
Oklahoma,OK,1992,1992-01-01,4.25,DOL_Historical_Table_2,4.25(g),2
Oklahoma,OK,1994,1994-01-01,4.25,DOL_Historical_Table_2,4.25(g),2
Oklahoma,OK,1996,1996-01-01,4.25,DOL_Historical_Table_2,4.25(g),2
Oklahoma,OK,1997,1997-01-01,4.75,DOL_Historical_Table_2,4.75(g),2
Oklahoma,OK,1998,1998-01-01,5.15,DOL_Historical_Table_2,5.15(g),2
Oregon,OR,1988,1988-01-01,3.35,DOL_Historical_Table_2,3.35,2
Oregon,OR,1991,1991-01-01,4.75,DOL_Historical_Table_2,4.75,2
Oregon,OR,1992,1992-01-01,4.75,DOL_Historical_Table_2,4.75,2
Oregon,OR,1994,1994-01-01,4.75,DOL_Historical_Table_2,4.75,2
Oregon,OR,1996,1996-01-01,4.75,DOL_Historical_Table_2,4.75,2
Oregon,OR,1997,1997-01-01,5.5,DOL_Historical_Table_2,5.50,2
Oregon,OR,1998,1998-01-01,6.0,DOL_Historical_Table_2,6.00,2
Pennsylvania,PA,1988,1988-01-01,3.35,DOL_Historical_Table_2,3.35,2
Pennsylvania,PA,1991,1991-01-01,3.8,DOL_Historical_Table_2,3.80,2
Pennsylvania,PA,1992,1992-01-01,4.25,DOL_Historical_Table_2,4.25,2
Pennsylvania,PA,1994,1994-01-01,4.25,DOL_Historical_Table_2,4.25,2
Pennsylvania,PA,1996,1996-01-01,4.25,DOL_Historical_Table_2,4.25,2
Pennsylvania,PA,1997,1997-01-01,4.75,DOL_Historical_Table_2,4.75,2
Pennsylvania,PA,1998,1998-01-01,5.15,DOL_Historical_Table_2,5.15,2
Rhode Island,RI,1988,1988-01-01,3.65,DOL_Historical_Table_2,3.65,2
Rhode Island,RI,1991,1991-01-01,4.25,DOL_Historical_Table_2,4.25,2
Rhode Island,RI,1992,1992-01-01,4.45,DOL_Historical_Table_2,4.45,2
Rhode Island,RI,1994,1994-01-01,4.45,DOL_Historical_Table_2,4.45,2
Rhode Island,RI,1996,1996-01-01,4.45,DOL_Historical_Table_2,4.45,2
Rhode Island,RI,1997,1997-01-01,5.15,DOL_Historical_Table_2,5.15,2
Rhode Island,RI,1998,1998-01-01,5.15,DOL_Historical_Table_2,5.15,2
South Dakota,SD,1988,1988-01-01,2.8,DOL_Historical_Table_2,2.80,2
South Dakota,SD,1991,1991-01-01,3.8,DOL_Historical_Table_2,3.80,2
South Dakota,SD,1992,1992-01-01,4.25,DOL_Historical_Table_2,4.25,2
South Dakota,SD,1994,1994-01-01,4.25,DOL_Historical_Table_2,4.25,2
South Dakota,SD,1996,1996-01-01,4.25,DOL_Historical_Table_2,4.25,2
South Dakota,SD,1997,1997-01-01,4.25,DOL_Historical_Table_2,4.25,2
South Dakota,SD,1998,1998-01-01,5.15,DOL_Historical_Table_2,5.15,2
Texas,TX,1988,1988-01-01,3.35,DOL_Historical_Table_2,3.35,2
Texas,TX,1991,1991-01-01,3.35,DOL_Historical_Table_2,3.35,2
Texas,TX,1992,1992-01-01,3.35,DOL_Historical_Table_2,3.35,2
Texas,TX,1994,1994-01-01,3.35,DOL_Historical_Table_2,3.35,2
Texas,TX,1996,1996-01-01,3.35,DOL_Historical_Table_2,3.35,2
Texas,TX,1997,1997-01-01,3.35,DOL_Historical_Table_2,3.35,2
Texas,TX,1998,1998-01-01,3.35,DOL_Historical_Table_2,3.35,2
Utah,UT,1988,1988-01-01,2.5,DOL_Historical_Table_2,2.50 - 2.75(b),2
Utah,UT,1991,1991-01-01,3.8,DOL_Historical_Table_2,3.80,2
Utah,UT,1992,1992-01-01,4.25,DOL_Historical_Table_2,4.25,2
Utah,UT,1994,1994-01-01,4.25,DOL_Historical_Table_2,4.25,2
Utah,UT,1996,1996-01-01,4.25,DOL_Historical_Table_2,4.25,2
Utah,UT,1997,1997-01-01,4.75,DOL_Historical_Table_2,4.75,2
Utah,UT,1998,1998-01-01,5.15,DOL_Historical_Table_2,5.15,2
Vermont,VT,1988,1988-01-01,3.55,DOL_Historical_Table_2,3.55,2
Vermont,VT,1991,1991-01-01,3.85,DOL_Historical_Table_2,3.85,2
Vermont,VT,1992,1992-01-01,4.25,DOL_Historical_Table_2,4.25,2
Vermont,VT,1994,1994-01-01,4.25,DOL_Historical_Table_2,4.25,2
Vermont,VT,1996,1996-01-01,4.75,DOL_Historical_Table_2,4.75(e),2
Vermont,VT,1997,1997-01-01,5.0,DOL_Historical_Table_2,5.00(e),2
Vermont,VT,1998,1998-01-01,5.25,DOL_Historical_Table_2,5.25(e),2
Virginia,VA,1988,1988-01-01,2.65,DOL_Historical_Table_2,2.65,2
Virginia,VA,1991,1991-01-01,2.65,DOL_Historical_Table_2,2.65,2
Virginia,VA,1992,1992-01-01,3.65,DOL_Historical_Table_2,3.65,2
Virginia,VA,1994,1994-01-01,4.25,DOL_Historical_Table_2,4.25,2
Virginia,VA,1996,1996-01-01,4.25,DOL_Historical_Table_2,4.25[c],2
Virginia,VA,1997,1997-01-01,4.75,DOL_Historical_Table_2,4.75[c],2
Virginia,VA,1998,1998-01-01,5.15,DOL_Historical_Table_2,5.15[c],2
Washington,WA,1988,1988-01-01,2.3,DOL_Historical_Table_2,2.30,2
Washington,WA,1991,1991-01-01,4.25,DOL_Historical_Table_2,4.25,2
Washington,WA,1992,1992-01-01,4.25,DOL_Historical_Table_2,4.25,2
Washington,WA,1994,1994-01-01,4.25,DOL_Historical_Table_2,4.25,2
Washington,WA,1996,1996-01-01,4.9,DOL_Historical_Table_2,4.90,2
Washington,WA,1997,1997-01-01,4.9,DOL_Historical_Table_2,4.90,2
Washington,WA,1998,1998-01-01,4.9,DOL_Historical_Table_2,4.90,2
West Virginia,WV,1988,1988-01-01,3.35,DOL_Historical_Table_2,3.35,2
West Virginia,WV,1991,1991-01-01,3.35,DOL_Historical_Table_2,3.35,2
West Virginia,WV,1992,1992-01-01,3.8,DOL_Historical_Table_2,3.80,2
West Virginia,WV,1994,1994-01-01,4.25,DOL_Historical_Table_2,4.25,2
West Virginia,WV,1996,1996-01-01,4.25,DOL_Historical_Table_2,4.25 (d),2
West Virginia,WV,1997,1997-01-01,4.25,DOL_Historical_Table_2,4.25 (d),2
West Virginia,WV,1998,1998-01-01,4.75,DOL_Historical_Table_2,4.75 (d),2
Wisconsin,WI,1988,1988-01-01,3.35,DOL_Historical_Table_2,3.35,2
Wisconsin,WI,1991,1991-01-01,3.8,DOL_Historical_Table_2,3.80,2
Wisconsin,WI,1992,1992-01-01,3.8,DOL_Historical_Table_2,3.80,2
Wisconsin,WI,1994,1994-01-01,4.25,DOL_Historical_Table_2,4.25,2
Wisconsin,WI,1996,1996-01-01,4.25,DOL_Historical_Table_2,4.25,2
Wisconsin,WI,1997,1997-01-01,4.75,DOL_Historical_Table_2,4.75,2
Wisconsin,WI,1998,1998-01-01,5.15,DOL_Historical_Table_2,5.15,2
Wyoming,WY,1988,1988-01-01,1.6,DOL_Historical_Table_2,1.60,2
Wyoming,WY,1991,1991-01-01,1.6,DOL_Historical_Table_2,1.60,2
Wyoming,WY,1992,1992-01-01,1.6,DOL_Historical_Table_2,1.60,2
Wyoming,WY,1994,1994-01-01,1.6,DOL_Historical_Table_2,1.60,2
Wyoming,WY,1996,1996-01-01,1.6,DOL_Historical_Table_2,1.60,2
Wyoming,WY,1997,1997-01-01,1.6,DOL_Historical_Table_2,1.60,2
Wyoming,WY,1998,1998-01-01,1.6,DOL_Historical_Table_2,1.60,2
District of Columbia,DC,1988,1988-01-01,3.5,DOL_Historical_Table_2,3.50 - 4.85,2
District of Columbia,DC,1991,1991-01-01,3.7,DOL_Historical_Table_2,3.70 - 4.85,2
District of Columbia,DC,1992,1992-01-01,3.9,DOL_Historical_Table_2,3.90 - 5.45,2
District of Columbia,DC,1994,1994-01-01,4.25,DOL_Historical_Table_2,4.25,2
District of Columbia,DC,1996,1996-01-01,5.25,DOL_Historical_Table_2,5.25 (h),2
District of Columbia,DC,1997,1997-01-01,5.75,DOL_Historical_Table_2,5.75,2
District of Columbia,DC,1998,1998-01-01,6.15,DOL_Historical_Table_2,6.15,2
Guam,,1988,1988-01-01,3.35,DOL_Historical_Table_2,3.35,2
Guam,,1991,1991-01-01,3.8,DOL_Historical_Table_2,3.80,2
Guam,,1992,1992-01-01,4.25,DOL_Historical_Table_2,4.25,2
Guam,,1994,1994-01-01,4.25,DOL_Historical_Table_2,4.25,2
Guam,,1996,1996-01-01,4.25,DOL_Historical_Table_2,4.25,2
Guam,,1997,1997-01-01,4.75,DOL_Historical_Table_2,4.75,2
Guam,,1998,1998-01-01,5.15,DOL_Historical_Table_2,5.15,2
Puerto Rico,,1988,1988-01-01,1.2,DOL_Historical_Table_2,1.20 - 3.35,2
Puerto Rico,,1991,1991-01-01,1.2,DOL_Historical_Table_2,1.20 - 4.25(i),2
Puerto Rico,,1992,1992-01-01,1.2,DOL_Historical_Table_2,1.20 - 4.25(i),2
Puerto Rico,,1994,1994-01-01,1.2,DOL_Historical_Table_2,1.20 - 4.25(i),2
Puerto Rico,,1996,1996-01-01,1.2,DOL_Historical_Table_2,1.20 - 4.75(i),2
Puerto Rico,,1997,1997-01-01,1.2,DOL_Historical_Table_2,1.20 - 4.75(i),2
Puerto Rico,,1998,1998-01-01,1.2,DOL_Historical_Table_2,1.20 - 5.15(i),2
U.S. Virgin Islands,,1988,1988-01-01,3.35,DOL_Historical_Table_2,3.35,2
U.S. Virgin Islands,,1991,1991-01-01,4.0,DOL_Historical_Table_2,"4..65(g,,j)",2
U.S. Virgin Islands,,1992,1992-01-01,4.0,DOL_Historical_Table_2,"4..65(g,,j)",2
U.S. Virgin Islands,,1994,1994-01-01,4.0,DOL_Historical_Table_2,"4..65(g,,j)",2
U.S. Virgin Islands,,1996,1996-01-01,4.65,DOL_Historical_Table_2,4.65(g),2
U.S. Virgin Islands,,1997,1997-01-01,4.65,DOL_Historical_Table_2,"4.65(g, j)",2
U.S. Virgin Islands,,1998,1998-01-01,4.65,DOL_Historical_Table_2,"4.65(g, j)",2
Federal,,2000,2000-01-01,5.15,DOL_Historical_Table_3,$5.15,3
Federal,,2001,2001-01-01,5.15,DOL_Historical_Table_3,$5.15,3
Federal,,2002,2002-01-01,5.15,DOL_Historical_Table_3,$5.15,3
Federal,,2003,2003-01-01,5.15,DOL_Historical_Table_3,$5.15,3
Federal,,2004,2004-01-01,5.15,DOL_Historical_Table_3,$5.15,3
Federal,,2005,2005-01-01,5.15,DOL_Historical_Table_3,$5.15,3
Federal,,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15,3
Alaska,AK,2000,2000-01-01,5.65,DOL_Historical_Table_3,5.65,3
Alaska,AK,2001,2001-01-01,5.65,DOL_Historical_Table_3,5.65,3
Alaska,AK,2002,2002-01-01,5.65,DOL_Historical_Table_3,5.65,3
Alaska,AK,2003,2003-01-01,7.15,DOL_Historical_Table_3,7.15,3
Alaska,AK,2004,2004-01-01,7.15,DOL_Historical_Table_3,7.15,3
Alaska,AK,2005,2005-01-01,7.15,DOL_Historical_Table_3,7.15,3
Alaska,AK,2006,2006-01-01,7.15,DOL_Historical_Table_3,7.15,3
Arkansas,AR,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Arkansas,AR,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Arkansas,AR,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Arkansas,AR,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Arkansas,AR,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Arkansas,AR,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Arkansas,AR,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15 [c],3
California,CA,2000,2000-01-01,5.75,DOL_Historical_Table_3,5.75,3
California,CA,2001,2001-01-01,6.25,DOL_Historical_Table_3,6.25,3
California,CA,2002,2002-01-01,6.75,DOL_Historical_Table_3,6.75,3
California,CA,2003,2003-01-01,6.75,DOL_Historical_Table_3,6.75,3
California,CA,2004,2004-01-01,6.75,DOL_Historical_Table_3,6.75,3
California,CA,2005,2005-01-01,6.75,DOL_Historical_Table_3,6.75,3
California,CA,2006,2006-01-01,6.75,DOL_Historical_Table_3,6.75,3
Colorado,CO,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15,3
Colorado,CO,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15,3
Colorado,CO,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15,3
Colorado,CO,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15,3
Colorado,CO,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
Colorado,CO,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15,3
Colorado,CO,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15,3
Connecticut,CT,2000,2000-01-01,6.15,DOL_Historical_Table_3,6.15,3
Connecticut,CT,2001,2001-01-01,6.4,DOL_Historical_Table_3,6.40,3
Connecticut,CT,2002,2002-01-01,6.7,DOL_Historical_Table_3,6.70,3
Connecticut,CT,2003,2003-01-01,6.9,DOL_Historical_Table_3,6.90,3
Connecticut,CT,2004,2004-01-01,7.1,DOL_Historical_Table_3,7.10,3
Connecticut,CT,2005,2005-01-01,7.1,DOL_Historical_Table_3,7.10,3
Connecticut,CT,2006,2006-01-01,7.4,DOL_Historical_Table_3,7.40,3
Delaware,DE,2000,2000-01-01,5.65,DOL_Historical_Table_3,5.65,3
Delaware,DE,2001,2001-01-01,6.15,DOL_Historical_Table_3,6.15,3
Delaware,DE,2002,2002-01-01,6.15,DOL_Historical_Table_3,6.15,3
Delaware,DE,2003,2003-01-01,6.15,DOL_Historical_Table_3,6.15,3
Delaware,DE,2004,2004-01-01,6.15,DOL_Historical_Table_3,6.15,3
Delaware,DE,2005,2005-01-01,6.15,DOL_Historical_Table_3,6.15,3
Delaware,DE,2006,2006-01-01,6.15,DOL_Historical_Table_3,6.15,3
Florida,FL,2006,2006-01-01,6.4,DOL_Historical_Table_3,6.40,3
Georgia,GA,2000,2000-01-01,3.25,DOL_Historical_Table_3,3.25(d),3
Georgia,GA,2001,2001-01-01,3.25,DOL_Historical_Table_3,3.25(d),3
Georgia,GA,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15(d),3
Georgia,GA,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15(d),3
Georgia,GA,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15(d),3
Georgia,GA,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15(d),3
Georgia,GA,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15(d),3
Hawaii,HI,2000,2000-01-01,5.25,DOL_Historical_Table_3,5.25,3
Hawaii,HI,2001,2001-01-01,5.25,DOL_Historical_Table_3,5.25,3
Hawaii,HI,2002,2002-01-01,5.75,DOL_Historical_Table_3,5.75,3
Hawaii,HI,2003,2003-01-01,6.25,DOL_Historical_Table_3,6.25,3
Hawaii,HI,2004,2004-01-01,6.25,DOL_Historical_Table_3,6.25,3
Hawaii,HI,2005,2005-01-01,6.25,DOL_Historical_Table_3,6.25,3
Hawaii,HI,2006,2006-01-01,6.75,DOL_Historical_Table_3,6.75,3
Idaho,ID,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15,3
Idaho,ID,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15,3
Idaho,ID,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15,3
Idaho,ID,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15,3
Idaho,ID,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
Idaho,ID,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15,3
Idaho,ID,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15,3
Illinois,IL,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Illinois,IL,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Illinois,IL,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Illinois,IL,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15[c],3
Illinois,IL,2004,2004-01-01,5.5,DOL_Historical_Table_3,5.50[c],3
Illinois,IL,2005,2005-01-01,6.5,DOL_Historical_Table_3,6.50[c],3
Illinois,IL,2006,2006-01-01,6.5,DOL_Historical_Table_3,6.50[c],3
Indiana,IN,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15(e),3
Indiana,IN,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15(e),3
Indiana,IN,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15(e),3
Indiana,IN,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15(e),3
Indiana,IN,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15(e),3
Indiana,IN,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15(e),3
Indiana,IN,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15(e),3
Iowa,IA,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15,3
Iowa,IA,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15,3
Iowa,IA,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15,3
Iowa,IA,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15,3
Iowa,IA,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
Iowa,IA,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15,3
Iowa,IA,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15,3
Kansas,KS,2000,2000-01-01,2.65,DOL_Historical_Table_3,2.65,3
Kansas,KS,2001,2001-01-01,2.65,DOL_Historical_Table_3,2.65,3
Kansas,KS,2002,2002-01-01,2.65,DOL_Historical_Table_3,2.65,3
Kansas,KS,2003,2003-01-01,2.65,DOL_Historical_Table_3,2.65,3
Kansas,KS,2004,2004-01-01,2.65,DOL_Historical_Table_3,2.65,3
Kansas,KS,2005,2005-01-01,2.65,DOL_Historical_Table_3,2.65,3
Kansas,KS,2006,2006-01-01,2.65,DOL_Historical_Table_3,2.65,3
Kentucky,KY,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15,3
Kentucky,KY,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15,3
Kentucky,KY,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15,3
Kentucky,KY,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15,3
Kentucky,KY,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
Kentucky,KY,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15,3
Kentucky,KY,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15,3
Maine,ME,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15,3
Maine,ME,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15,3
Maine,ME,2002,2002-01-01,5.75,DOL_Historical_Table_3,5.75,3
Maine,ME,2003,2003-01-01,6.25,DOL_Historical_Table_3,6.25,3
Maine,ME,2004,2004-01-01,6.25,DOL_Historical_Table_3,6.25,3
Maine,ME,2005,2005-01-01,6.35,DOL_Historical_Table_3,6.35,3
Maine,ME,2006,2006-01-01,6.5,DOL_Historical_Table_3,6.50,3
Maryland,MD,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15,3
Maryland,MD,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15,3
Maryland,MD,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15,3
Maryland,MD,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15,3
Maryland,MD,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
Maryland,MD,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15,3
Maryland,MD,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15,3
Massachusetts,MA,2000,2000-01-01,6.0,DOL_Historical_Table_3,6.00,3
Massachusetts,MA,2001,2001-01-01,6.75,DOL_Historical_Table_3,6.75,3
Massachusetts,MA,2002,2002-01-01,6.75,DOL_Historical_Table_3,6.75,3
Massachusetts,MA,2003,2003-01-01,6.75,DOL_Historical_Table_3,6.75,3
Massachusetts,MA,2004,2004-01-01,6.75,DOL_Historical_Table_3,6.75,3
Massachusetts,MA,2005,2005-01-01,6.75,DOL_Historical_Table_3,6.75,3
Massachusetts,MA,2006,2006-01-01,6.75,DOL_Historical_Table_3,6.75,3
Michigan,MI,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15(e),3
Michigan,MI,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15(e),3
Michigan,MI,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15(e),3
Michigan,MI,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15(e),3
Michigan,MI,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15(e),3
Michigan,MI,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15(e),3
Michigan,MI,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15(e),3
Minnesota,MN,2000,2000-01-01,4.9,DOL_Historical_Table_3,4.90 - 5.15(g),3
Minnesota,MN,2001,2001-01-01,4.9,DOL_Historical_Table_3,4.90 - 5.15(g),3
Minnesota,MN,2002,2002-01-01,4.9,DOL_Historical_Table_3,4.90 - 5.15(g),3
Minnesota,MN,2003,2003-01-01,4.9,DOL_Historical_Table_3,4.90 - 5.15(g),3
Minnesota,MN,2004,2004-01-01,4.9,DOL_Historical_Table_3,4.90 - 5.15(g),3
Minnesota,MN,2005,2005-01-01,4.9,DOL_Historical_Table_3,4.90 - 5.15(g),3
Minnesota,MN,2006,2006-01-01,5.25,DOL_Historical_Table_3,5.25 - 6.15(g),3
Missouri,MO,2000,2000-01-01,5.15,DOL_Historical_Table_3,5.15,3
Missouri,MO,2001,2001-01-01,5.15,DOL_Historical_Table_3,5.15,3
Missouri,MO,2002,2002-01-01,5.15,DOL_Historical_Table_3,5.15,3
Missouri,MO,2003,2003-01-01,5.15,DOL_Historical_Table_3,5.15,3
Missouri,MO,2004,2004-01-01,5.15,DOL_Historical_Table_3,5.15,3
Missouri,MO,2005,2005-01-01,5.15,DOL_Historical_Table_3,5.15,3
Missouri,MO,2006,2006-01-01,5.15,DOL_Historical_Table_3,5.15,3
Montana,MT,2000,2000-01-01,4.0,DOL_Historical_Table_3,4.00 - 5.15(g),3
